         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:794(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:284(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:591(length)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:973(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1242(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:19(_len_guards)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:34(_truncate)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1488(nobs)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:357(row_labels)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/profiling.py:39(end_profiling)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:965(__del__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:986(_comparable)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:105(agg_axis)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:220(_isEmpty2d)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/weakref.py:336(__new__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/weakref.py:341(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:67(__len__)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:507(is_set)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/compat/__init__.py:128(lzip)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:555(categories)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:562(ordered)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1100(<genexpr>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/util/_validators.py:114(_check_for_invalid_keys)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/missing.py:71(clean_fill_method)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:180(_get_fill_value)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:299(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:5381(_ensure_has_len)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:334(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1019(<genexpr>)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1723(nlevels)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2676(is_nested_tuple)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:376(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:604(is_mixed_type)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:706(nblocks)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1884(<listcomp>)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:378(group_index)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:518(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:152(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1744(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/vector_ar/util.py:40(get_trendorder)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/distribution.py:195(distribute)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:232(status_printer)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:990(__hash__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_monitor.py:98(report)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:317(FrameRowApply)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:356(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:147(Finalize)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       11    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x10a633158}
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:252(_acquire_restore)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:411(is_named_tuple)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/util/_validators.py:32(_check_for_default_values)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:441(dtype)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1672(is_integer)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3035(_convert_list_indexer)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3632(_values)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3867(_has_complex_internals)
        1    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:361(_constructor)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:7600(_get_agg_axis)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:1627(<listcomp>)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:661(codes)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:255(__len__)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1045(value_getitem)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1572(is_consolidated)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:210(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/process.py:36(current_process)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/windows/windows.py:26(_extend)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:861(_argcheck)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:367(_get_row_labels)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:573(_make_endog_names)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/distribution.py:171(close)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/distribution.py:212(calculate_best_chunk_size)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:113(create_th_lock)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_utils.py:199(_environ_cols_wrapper)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:333(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:350(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       12    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {method 'get_item' of 'pandas._libs.hashtable.Int64HashTable' objects}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1542(<lambda>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:1919(to_dense)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:3205(_check_setitem_copy)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:319(inferred_type)
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:380(equals)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1554(is_all_dates)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:937(_convert_for_reindex)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1578(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:246(get_new_columns)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/context.py:196(get_start_method)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/ar_model.py:72(initialize)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:87(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:48(debug)
